"Id","Value","DisplayName","Description"
"fbf67eee-e074-4ef7-b965-ab5ce1c1f689","PrintJob.ReadBasic.All","Read basic information for print jobs","Allows the application to read the metadata of print jobs without a signed-in user. Does not allow access to print job document content."
"5114b07b-2898-4de7-a541-53b0004e2e13","PrintJob.ReadWrite.All","Read and write print jobs","Allows the application to read and update the metadata and document content of print jobs without a signed-in user."
"57878358-37f4-4d3a-8c20-4816e0d457b1","PrintJob.ReadWriteBasic.All","Read and write basic information for print jobs","Allows the application to read and update the metadata of print jobs without a signed-in user. Does not allow access to print job document content."
"b5991872-94cf-4652-9765-29535087c6d8","PrintSettings.Read.All","Read tenant-wide print settings","Allows the application to read tenant-wide print settings without a signed-in user."
"456b71a7-0ee0-4588-9842-c123fcc8f664","PrintTaskDefinition.ReadWrite.All","Read, write and update print task definitions","Allows the application to read and update print task definitions without a signed-in user. "
"4cdc2547-9148-4295-8d11-be0db1391d6b","PrivilegedAccess.Read.AzureAD","Read privileged access to Azure AD roles","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user."
"01e37dc9-c035-40bd-b438-b2879c4870a6","PrivilegedAccess.Read.AzureADGroup","Read privileged access to Azure AD groups","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user."
"5df6fe86-1be0-44eb-b916-7bd443a71236","PrivilegedAccess.Read.AzureResources","Read privileged access to Azure resources","Allows the app to read time-based assignment and just-in-time elevation of user privileges to audit Azure resources in your organization, without a signed-in user."
"854d9ab1-6657-4ec8-be45-823027bcd009","PrivilegedAccess.ReadWrite.AzureAD","Read and write privileged access to Azure AD roles","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user."
"2f6817f8-7b12-4f0f-bc18-eeaf60705a9e","PrivilegedAccess.ReadWrite.AzureADGroup","Read and write privileged access to Azure AD groups","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user."
"6f9d5abc-2db6-400b-a267-7de22a40fb87","PrivilegedAccess.ReadWrite.AzureResources","Read and write privileged access to Azure resources","Allows the app to request and manage time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) in your organization, without a signed-in user."
"cd4161cb-f098-48f8-a884-1eda9a42434c","PrivilegedAssignmentSchedule.Read.AzureADGroup","Read assignment schedules for access to Azure AD groups","Allows the app to read time-based assignment schedules for access to Azure AD groups, without a signed-in user."
"41202f2c-f7ab-45be-b001-85c9728b9d69","PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup","Read, create, and delete assignment schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, without a signed-in user."
"55d1104b-3821-413d-b3ca-e2393d333cd3","PrivilegedAssignmentSchedule.Remove.AzureADGroup","Delete assignment schedules for access to Azure AD groups","Delete time-based assignment schedules for access to Azure AD groups, without a signed-in user."
"edb419d6-7edc-42a3-9345-509bfdf5d87c","PrivilegedEligibilitySchedule.Read.AzureADGroup","Read eligibility schedules for access to Azure AD groups","Allows the app to read time-based eligibility schedules for access to Azure AD groups, without a signed-in user."
"618b6020-bca8-4de6-99f6-ef445fa4d857","PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup","Read, create, and delete eligibility schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, without a signed-in user."
"55745561-7572-4314-a737-a2c2a1b0dd2e","PrivilegedEligibilitySchedule.Remove.AzureADGroup","Delete eligibility schedules for access to Azure AD groups","Delete time-based eligibility schedules for access to Azure AD groups, without a signed-in user."
"e24d31aa-e1ab-4c80-85fe-23018690335d","ProfilePhoto.Read.All","Read profile photo of a user or group","Allows the app to read all profile photos of users and groups, without a signed-in user"
"27baa7f6-5dfb-4ba8-b1d3-1e812c143013","ProfilePhoto.ReadWrite.All","Read and write profile photo of a user or group","Allows the app to read and write all profile photos of users and groups, without a signed-in user"
"eedb7fdd-7539-4345-a38b-4839e4a84cbd","ProgramControl.Read.All","Read all programs","Allows the app to read programs and program controls in the organization, without a signed-in user."
"60a901ed-09f7-4aa5-a16e-7dd3d6f9de36","ProgramControl.ReadWrite.All","Manage all programs","Allows the app to read, update, delete and perform actions on programs and program controls in the organization, without a signed-in user."
"e5a76501-dbb0-492c-ab55-5d09e8837263","ProtectionScopes.Compute.All","Compute Purview policies at tenant scope","Allows the app to identify Purview data protection, compliance and governance policy scopes defined for all users across tenant."
"fe696d63-5e1f-4515-8232-cccc316903c6","ProtectionScopes.Compute.User","Compute Purview policies for an individual user","Allows the app to identify Purview data protection, compliance and governance policy scopes defined for an individual user."
"091937d3-3e38-47a1-8649-b2f99d3035f1","ProvisioningLog.Read.All","Read all provisioning log data","Allows the app to read and query your provisioning log activities, without a signed-in user."
"214fda0c-514a-4650-b037-b562b1a66124","PublicKeyInfrastructure.Read.All","Read all certificate based authentication configurations","Allows the application to read  certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user."
"a2b63618-5350-462d-b1b3-ba6eb3684e26","PublicKeyInfrastructure.ReadWrite.All","Read and write all certificate based authentication configurations","Allows the application to read and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user."
"ee49e170-1dd1-4030-b44c-61ad6e98f743","QnA.Read.All","Read all Question and Answers ","Allows an app to read all question and answers, without a signed-in user."
"abafe00f-ea87-4c63-b8a8-0e7bb0a88144","RealTimeActivityFeed.Read.All","Access real-time enriched data in a meeting as an app","Allows the app to get direct access to real-time enriched data in a meeting, without a signed-in user."
"ac3a2b8e-03a3-4da9-9ce0-cbe28bf1accd","RecordsManagement.Read.All","Read Records Management configuration, labels and policies","Allows the application to read any data from Records Management, such as configuration, labels, and policies without the signed in user."
"eb158f57-df43-4751-8b21-b8932adb3d34","RecordsManagement.ReadWrite.All","Read and write Records Management configuration, labels and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies without the signed in user."
"230c1aed-a721-4c5d-9cb4-a90514e508ef","Reports.Read.All","Read all usage reports","Allows an app to read all service usage reports without a signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory."
"ee353f83-55ef-4b78-82da-555bfa2b4b95","ReportSettings.Read.All","Read all admin report settings","Allows the app to read all admin report settings, such as whether to display concealed information in reports, without a signed-in user."
"2a60023f-3219-47ad-baa4-40e17cd02a1d","ReportSettings.ReadWrite.All","Read and write all admin report settings","Allows the app to read and update all admin report settings, such as whether to display concealed information in reports, without a signed-in user."
"2ff643d8-43e4-4a9b-88c1-86cb4a4b4c2f","ResourceSpecificPermissionGrant.ReadForChat.All","Read resource specific permissions granted on a chat","Allows the app to read the resource specific permissions granted on the chat without a signed-in user."
"ad4600ae-d900-42cb-a9a2-2415d05593d0","ResourceSpecificPermissionGrant.ReadForTeam.All","Read resource specific permissions granted on a team","Allows the app to read the resource specific permissions granted on the team without a signed-in user."
"acfca4d5-f49f-40ed-9648-84068b474c73","ResourceSpecificPermissionGrant.ReadForUser.All","Read all resource specific permissions granted on user accounts","Allows the app to read all resource specific permissions granted on user accounts, without a signed-in user."
"2a6baefd-edea-4ff6-b24e-bebcaa27a50d","RiskPreventionProviders.Read.All","Read all identity risk prevention providers","Allows the app to read your organization's risk prevention providers, without a signed-in user."
"7fc7225d-eb37-4c39-90f3-a33a57cf1081","RiskPreventionProviders.ReadWrite.All","Read and write all identity risk prevention providers","Allows the app to read and write your organization's risk prevention providers, without a signed-in user."
"d5fe8ce8-684c-4c83-a52c-46e882ce4be1","RoleAssignmentSchedule.Read.Directory","Read all active role assignments and role schedules for your company's directory","Allows the app to read the active role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes reading directory role templates, and directory roles."
"dd199f4a-f148-40a4-a2ec-f0069cc799ec","RoleAssignmentSchedule.ReadWrite.Directory","Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"d3495511-98b7-4df3-b317-4e35c19f6129","RoleAssignmentSchedule.Remove.Directory","Delete all active role assignments of your company's directory","Delete all active privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"ff278e11-4a33-4d0c-83d2-d01dc58929a5","RoleEligibilitySchedule.Read.Directory","Read all eligible role assignments and role schedules for your company's directory","Allows the app to read the eligible role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes reading directory role templates, and directory roles."
"fee28b28-e1f3-4841-818e-2704dc62245f","RoleEligibilitySchedule.ReadWrite.Directory","Read, update, and delete all eligible role assignments and schedules for your company's directory","Allows the app to read and manage the eligible role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships."
"79c7e69c-0d9f-4eff-97a8-49170a5a08ba","RoleEligibilitySchedule.Remove.Directory","Delete all eligible role assignments of your company's directory","Delete all eligible privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"c7fbd983-d9aa-4fa7-84b8-17382c103bc4","RoleManagement.Read.All","Read role management data for all RBAC providers","Allows the app to read role-based access control (RBAC) settings for all RBAC providers without a signed-in user. This includes reading role definitions and role assignments."
"031a549a-bb80-49b6-8032-2068448c6a3c","RoleManagement.Read.CloudPC","Read Cloud PC RBAC settings","Allows the app to read the Cloud PC role-based access control (RBAC) settings, without a signed-in user."
"4d6e30d1-e64e-4ae7-bf9d-c706cc928cef","RoleManagement.Read.Defender","Read M365 Defender RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user."
"483bed4a-2ad3-4361-a73b-c83ccdbdc53c","RoleManagement.Read.Directory","Read all directory RBAC settings","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user.  This includes reading directory role templates, directory roles and memberships."
"c769435f-f061-4d0b-8ff1-3d39870e5f85","RoleManagement.Read.Exchange","Read Exchange Online RBAC configuration","Allows the app to read the role-based access control (RBAC) configuration for your organization's Exchange Online service, without a signed-in user. This includes reading Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies."
"274d0592-d1b6-44bd-af1d-26d259bcb43a","RoleManagement.ReadWrite.CloudPC","Read and write all Cloud PC RBAC settings","Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, without a signed-in user. This includes reading and managing Cloud PC role definitions and memberships."
"8b7e8c0a-7e9d-4049-97ec-04b5e1bcaf05","RoleManagement.ReadWrite.Defender","Read M365 Defender RBAC configuration","Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user."
"9e3f62cf-ca93-4989-b6ce-bf83c28f9fe8","RoleManagement.ReadWrite.Directory","Read and write all directory RBAC settings","Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, without a signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships."
"025d3225-3f02-4882-b4c0-cd5b541a4e80","RoleManagement.ReadWrite.Exchange","Read and write Exchange Online RBAC configuration","Allows the app to read and manage the role-based access control (RBAC) settings for your organization's Exchange Online service, without a signed-in user. This includes reading, creating, updating, and deleting Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies."
"ef31918f-2d50-4755-8943-b8638c0a077e","RoleManagementAlert.Read.Directory","Read all alert data for your company's directory","Allows the app to read all role-based access control (RBAC) alerts for your company's directory, without a signed-in user. This includes reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert."
"11059518-d6a6-4851-98ed-509268489c4a","RoleManagementAlert.ReadWrite.Directory","Read all alert data, configure alerts, and take actions on all alerts for your company's directory","Allows the app to read and manage all role-based access control (RBAC) alerts for your company's directory, without a signed-in user. This includes managing alert settings, initiating alert scans, dismissing alerts, remediating alert incidents, and reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert."
"69e67828-780e-47fd-b28c-7b27d14864e6","RoleManagementPolicy.Read.AzureADGroup","Read all policies in PIM for Groups","Allows the app to read policies in Privileged Identity Management for Groups, without a signed-in user."
"fdc4c997-9942-4479-bfcb-75a36d1138df","RoleManagementPolicy.Read.Directory","Read all policies for privileged role assignments of your company's directory","Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"b38dcc4d-a239-4ed6-aa84-6c65b284f97c","RoleManagementPolicy.ReadWrite.AzureADGroup","Read, update, and delete all policies in PIM for Groups","Allows the app to read, update, and delete policies in Privileged Identity Management for Groups, without a signed-in user."
"31e08e0a-d3f7-4ca2-ac39-7343fb83e8ad","RoleManagementPolicy.ReadWrite.Directory","Read, update, and delete all policies for privileged role assignments of your company's directory","Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user."
"0b21c159-dbf4-4dbb-a6f6-490e412c716e","Schedule-WorkingTime.ReadWrite.All","Trigger working time policies and read the working time status","Allows the app to trigger the working time policies and read the working time status for other users in your organization, without a signed-in user."
"7b2ebf90-d836-437f-b90d-7b62722c4456","Schedule.Read.All","Read all schedule items","Allows the app to read all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user."
"b7760610-0545-4e8a-9ec3-cce9e63db01c","Schedule.ReadWrite.All","Read and write all schedule items","Allows the app to manage all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user."
"7239b71d-b402-4150-b13d-78ecfe8df441","SchedulePermissions.ReadWrite.All","Read/Write schedule permissions for a role","Allows the app to read/write schedule permissions for a specific role in Shifts application without a signed-in user."
"ada977a5-b8b1-493b-9a91-66c206d76ecf","SearchConfiguration.Read.All","Read your organization's search configuration","Allows the app to read search configurations, without a signed-in user."
"0e778b85-fefa-466d-9eec-750569d92122","SearchConfiguration.ReadWrite.All","Read and write your organization's search configuration","Allows the app to read and write search configurations, without a signed-in user."
"5e0edab9-c148-49d0-b423-ac253e121825","SecurityActions.Read.All","Read your organization's security actions","Allows the app to read security actions, without a signed-in user."
"f2bf083f-0179-402a-bedb-b2784de8a49b","SecurityActions.ReadWrite.All","Read and update your organization's security actions","Allows the app to read or update security actions, without a signed-in user."
"472e4a4d-bb4a-4026-98d1-0b0d74cb74a5","SecurityAlert.Read.All","Read all security alerts","Allows the app to read all security alerts, without a signed-in user."
"ed4fca05-be46-441f-9803-1873825f8fdb","SecurityAlert.ReadWrite.All","Read and write to all security alerts","Allows the app to read and write to all security alerts, without a signed-in user."
"b48f7ac2-044d-4281-b02f-75db744d6f5f","SecurityAnalyzedMessage.Read.All","Read metadata and detection details for all emails in your organization","Read email metadata and security detection details, without a signed-in user.  "
"04c55753-2244-4c25-87fc-704ab82a4f69","SecurityAnalyzedMessage.ReadWrite.All","Read metadata, detection details, and execute remediation actions on all emails in your organization","Read email metadata and security detection details, and execute remediation actions like deleting an email, without a signed-in user."
"bf394140-e372-4bf9-a898-299cfc7564e5","SecurityEvents.Read.All","Read your organization’s security events","Allows the app to read your organization’s security events without a signed-in user."
"d903a879-88e0-4c09-b0c9-82f6a1333f84","SecurityEvents.ReadWrite.All","Read and update your organization’s security events","Allows the app to read your organization’s security events without a signed-in user. Also allows the app to update editable properties in security events."
"c5bc96f5-b4a1-4cfc-8189-d5f0d772278f","SecurityIdentitiesAccount.Read.All","Read all identity security available identity accounts","Allows the app to read all the identity security available identity accounts without a signed-in user."
"af2bf46f-7bf1-4be3-8bad-e17e279e8462","SecurityIdentitiesActions.ReadWrite.All","Read and perform all identity security available actions","Allows the app to read and write identity security available actions without a signed-in user."
"58971758-9844-4fe4-9fba-7e4ce7a659bf","SecurityIdentitiesAutoConfig.Read.All","Read sensors window auditing configuration","Allows the app to read sensors window auditing configuration without a signed-in user"
"4f1f0deb-08d1-4ffb-8cca-21dfc362b7c0","SecurityIdentitiesAutoConfig.ReadWrite.All","Read and write sensors window auditing configuration","Allows the app to read and write sensors window auditing configuration without a signed-in user"
"f8dcd971-5d83-4e1e-aa95-ef44611ad351","SecurityIdentitiesHealth.Read.All","Read all identity security health issues","Allows the app to read all the identity security health issues without a signed-in user."
"ab03ddd5-7ae4-4f2e-8af8-86654f7e0a27","SecurityIdentitiesHealth.ReadWrite.All","Read and write all identity security health issues","Allows the app to read and write identity security health issues without a signed-in user."
"5f0ffea2-f474-4cf2-9834-61cda2bcea5c","SecurityIdentitiesSensors.Read.All","Read all identity security sensors","Allows the app to read all the identity security sensors without a signed-in user."
"d4dcee6d-0774-412a-b06c-aeabbd99e816","SecurityIdentitiesSensors.ReadWrite.All","Read and write all identity security sensors","Allows the app to read and write identity security sensors without a signed-in user."
"3e5d0bee-973f-4736-a123-4e1ab146f3a8","SecurityIdentitiesUserActions.Read.All","Read all identity security available user actions","Allows the app to read all the identity security available user actions without a signed-in user."
"b4146a3a-dd4f-4af4-8d91-7cc0eef3d041","SecurityIdentitiesUserActions.ReadWrite.All","Read and perform all identity security available user actions","Allows the app to read and write identity security available user actions without a signed-in user."
"45cc0394-e837-488b-a098-1918f48d186c","SecurityIncident.Read.All","Read all security incidents","Allows the app to read all security incidents, without a signed-in user."
"34bf0e97-1971-4929-b999-9e2442d941d7","SecurityIncident.ReadWrite.All","Read and write to all security incidents","Allows the app to read and write to all security incidents, without a signed-in user."
"57f0b71b-a759-45a0-9a0f-cc099fbd9a44","SensitivityLabel.Evaluate","Evaluate sensitivity labels","Allow the app to determine if there is any sensitivity label to be applied automatically to the content or recommended to the user for manual application, without a signed-in user."
"986fa56a-6680-4aac-af09-4d1765376739","SensitivityLabel.Evaluate.All","Evaluate labels tenant scope.","Allows the app to evaluate all sensitivity label."
"3b8e7aad-f6e3-4299-83f8-6fc6a5777f0b","SensitivityLabel.Read","Get labels application scope.","Allows the app to get sensitivity labels."
"e46a01e9-b2cf-4d89-8424-bcdc6dd445ab","SensitivityLabels.Read.All","Get labels tenant scope.","Allows the app to get sensitivity labels."
"84fa35c1-f997-4c1c-894c-bb52108cfbbf","SentimentSurvey.Export.All","Export all Sentiment Survey","Allows the app to read all Sentiment Survey, without a signed-in user. "
"2b655018-450a-4845-81e7-d603b1ebffdb","ServiceActivity-Exchange.Read.All","Read all Exchange service activity","Allows the app to read all Exchange service activity, without a signed-in user."
"c766cb16-acc4-4663-ba09-6eedef5876c5","ServiceActivity-Microsoft365Web.Read.All","Read all Microsoft 365 Web service activity","Allows the app to read all Microsoft 365 Web service activity, without a signed-in user."
"57b4f899-b8c5-47c7-bdd3-c410c55602b7","ServiceActivity-OneDrive.Read.All","Read all One Drive service activity","Allows the app to read all One Drive service activity, without a signed-in user."
"4dfee10b-fa4a-41b5-b34d-ccf54cc0c394","ServiceActivity-Teams.Read.All","Read all Teams service activity","Allows the app to read all Teams service activity, without a signed-in user."
"79c261e0-fe76-4144-aad5-bdc68fbe4037","ServiceHealth.Read.All","Read service health","Allows the app to read your tenant's service health information, without a signed-in user. Health information may include service issues or service health overviews."
"1b620472-6534-4fe6-9df2-4680e8aa28ec","ServiceMessage.Read.All","Read service messages","Allows the app to read your tenant's service announcement messages, without a signed-in user. Messages may include information about new or changed features."
"5256681e-b7f6-40c0-8447-2d9db68797a0","ServicePrincipalEndpoint.Read.All","Read service principal endpoints","Allows the app to read service principal endpoints"
"89c8469c-83ad-45f7-8ff2-6e3d4285709e","ServicePrincipalEndpoint.ReadWrite.All","Read and update service principal endpoints","Allows the app to update service principal endpoints"
"a0521574-fcd8-4742-b29c-f796df57ea70","SharePointCrossTenantMigration.Manage.All","Read, write and manage SharePoint Cross-Tenant migration settings and tasks","Allows the app to read, write and manage your tenant's SharePoint Cross-Tenant migration settings and tasks, without a signed-in user."
"f5fa52a5-b9ab-4dc3-885e-9e5b4a67068e","SharePointCrossTenantMigration.Read.All","Read SharePoint Cross-Tenant migration settings and tasks","Allows the app to read your tenant's SharePoint Cross-Tenant migration settings and tasks, without a signed-in user."
"83d4163d-a2d8-4d3b-9695-4ae3ca98f888","SharePointTenantSettings.Read.All","Read SharePoint and OneDrive tenant settings","Allows the application to read the tenant-level settings of SharePoint and OneDrive, without a signed-in user."
"19b94e34-907c-4f43-bde9-38b1909ed408","SharePointTenantSettings.ReadWrite.All","Read and change SharePoint and OneDrive tenant settings","Allows the application to read and change the tenant-level settings of SharePoint and OneDrive, without a signed-in user."
"0c7d31ec-31ca-4f58-b6ec-9950b6b0de69","ShortNotes.Read.All","Read all users' short notes","Allows the app to read all the short notes without a signed-in user."
"842c284c-763d-4a97-838d-79787d129bab","ShortNotes.ReadWrite.All","Read, create, edit, and delete all users' short notes","Allows the app to read, create, edit, and delete all the short notes without a signed-in user."
"28e1fe78-598f-4df4-b55e-18bf34218925","SignInIdentifier.Read.All","Read all sign-in identifiers","Allows the app to read your organization's sign-in identifiers, without a signed-in user."
"7fc588a2-ea2d-4d1f-bcf7-33c324b149b8","SignInIdentifier.ReadWrite.All","Read and write all sign-in identifiers","Allows the app to read and write your organization's sign-in identifiers, without a signed-in user."
"e3530185-4080-478c-a4ab-39322704df58","Sites.Archive.All","Archive/reactivate Site Collections without a signed in user.","Allow the application to archive/reactivate site collections without a signed in user."
"80819dd8-2b3b-4551-a1ad-2700fc44f533","Sites.Create.All","Create Site Collections without a signed in user.","Allow the application to create site collections without a signed in user. Upon creation the application will be granted Sites.Selected(application) + FullControl to the newly created site."
"a82116e5-55eb-4c41-a434-62fe8a61c773","Sites.FullControl.All","Have full control of all site collections","Allows the app to have full control of all site collections without a signed in user."
"0c0bf378-bf22-4481-8f81-9e89a9b4960a","Sites.Manage.All","Create, edit, and delete items and lists in all site collections","Allows the app to create or delete document libraries and lists in all site collections without a signed in user."
"332a536c-c7ef-4017-ab91-336970924f0d","Sites.Read.All","Read items in all site collections ","Allows the app to read documents and list items in all site collections without a signed in user."
"9492366f-7969-46a4-8d15-ed1a20078fff","Sites.ReadWrite.All","Read and write items in all site collections","Allows the app to create, read, update, and delete documents and list items in all site collections without a signed in user."
"883ea226-0bf2-4a8f-9f9d-92c9162a727d","Sites.Selected","Access selected site collections","Allow the application to access a subset of site collections without a signed in user.  The specific site collections and the permissions granted will be configured in SharePoint Online."
"dcdfc277-41fd-4d68-ad0c-c3057235bd8e","SpiffeTrustDomain.Read.All","Read SPIFFE trust domains and child resources","Allows the app to read your organization's SPIFFE trust domains and child resources without a signed in user."
"17b78cfd-eeff-447d-8bab-2795af00055a","SpiffeTrustDomain.ReadWrite.All","Read and write SPIFFE trust domains and child resources","Allows the app to read and write your organization's SPIFFE trust domains and child resources without a signed in user."
"6eff534b-699e-44d9-af61-a4182f0ec37e","Storyline.ReadWrite.All","Read and write all Viva Engage storylines","Allows the app to modify Viva Engage storylines, read all storylines properties, update storyline properties, and delete storyline properties without a signed-in user."
"ee1460f0-368b-4153-870a-4e1ca7e72c42","SubjectRightsRequest.Read.All","Read all subject rights requests","Allows the app to read subject rights requests without a signed-in user."
"8387eaa4-1a3c-41f5-b261-f888138e6041","SubjectRightsRequest.ReadWrite.All","Read and write all subject rights requests","Allows the app to read and write subject rights requests without a signed in user."
"5ba43d2f-fa88-4db2-bd1c-a67c5f0fb1ce","Synchronization.Read.All","Read all Azure AD synchronization data.","Allows the application to read Azure AD synchronization information, without a signed-in user."
"9b50c33d-700f-43b1-b2eb-87e89b703581","Synchronization.ReadWrite.All","Read and write all Azure AD synchronization data.","Allows the application to configure the Azure AD synchronization service, without a signed-in user."
"db31e92a-b9ea-4d87-bf6a-75a37a9ca35a","SynchronizationData-User.Upload","Upload user data to the identity synchronization service","Allows the application to upload bulk user data to the identity synchronization service, without a signed-in user."
"25c32ff3-849a-494b-b94f-20a8ac4e6774","SynchronizationData-User.Upload.OwnedBy","Upload user data to the identity sync service for apps that this application creates or owns","Allows the application to upload bulk user data to the identity synchronization service for apps that this application creates or owns, without a signed-in user."
"f10e1f91-74ed-437f-a6fd-d6ae88e26c1f","Tasks.Read.All","Read all users’ tasks and tasklist","Allows the app to read all users’ tasks and task lists in your organization, without a signed-in user."
"44e666d1-d276-445b-a5fc-8815eeb81d55","Tasks.ReadWrite.All","Read and write all users’ tasks and tasklists","Allows the app to create, read, update and delete all users’ tasks and task lists in your organization, without a signed-in user"
"23fc2474-f741-46ce-8465-674744c5c361","Team.Create","Create teams","Allows the app to create teams without a signed-in user. "
"2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e","Team.ReadBasic.All","Get a list of all teams","Get a list of all teams, without a signed-in user."
"660b7406-55f1-41ca-a0ed-0b035e182f3e","TeamMember.Read.All","Read the members of all teams","Read the members of all teams, without a signed-in user."
"0121dc95-1b9f-4aed-8bac-58c5ac466691","TeamMember.ReadWrite.All","Add and remove members from all teams","Add and remove members from all teams, without a signed-in user. Also allows changing a team member's role, for example from owner to non-owner."
"4437522e-9a86-4a41-a7da-e380edd4a97d","TeamMember.ReadWriteNonOwnerRole.All","Add and remove members with non-owner role for all teams","Add and remove members from all teams, without a signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role."
"70dec828-f620-4914-aa83-a29117306807","TeamsActivity.Read.All","Read all users' teamwork activity feed","Allows the app to read all users' teamwork activity feed, without a signed-in user."
"a267235f-af13-44dc-8385-c1dc93023186","TeamsActivity.Send","Send a teamwork activity to any user","Allows the app to create new notifications in users' teamwork activity feeds without a signed in user. These notifications may not be discoverable or be held or governed by compliance policies."
"22b74aab-d9e4-46f7-9424-f24b42307227","TeamsAppInstallation.ManageSelectedForChat.All","Manage installation and permission grants of selected Teams apps in all chats","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any chat, without a signed-in user. Gives the ability to manage permission grants for accessing those specific chats' data."
"b448d252-1f26-4227-b6ff-21ab510975a2","TeamsAppInstallation.ManageSelectedForTeam.All","Manage installation and permission grants of selected Teams apps in all teams","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any team, without a signed-in user. Gives the ability to manage permission grants for accessing those specific teams' data."
"e97a9235-5b3c-43c4-b37d-6786a173fae4","TeamsAppInstallation.ManageSelectedForUser.All","Manage installation and permission grants of selected Teams apps for all user accounts","Allows the app to read, install, upgrade, and uninstall selected Teams apps in any user account, without a signed-in user. Gives the ability to manage permission grants for accessing those specific users' data."
"0fdf35a5-82f8-41ff-9ded-0b761cc73512","TeamsAppInstallation.Read.All","Read installed Teams apps for all installation scopes","Allows the app to read the Teams apps that are installed in any scope, without a signed-in user. Does not give the ability to read application-specific settings."
"cc7e7635-2586-41d6-adaa-a8d3bcad5ee5","TeamsAppInstallation.ReadForChat.All","Read installed Teams apps for all chats","Allows the app to read the Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings."
"1f615aea-6bf9-4b05-84bd-46388e138537","TeamsAppInstallation.ReadForTeam.All","Read installed Teams apps for all teams","Allows the app to read the Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings."
"9ce09611-f4f7-4abd-a629-a05450422a97","TeamsAppInstallation.ReadForUser.All","Read installed Teams apps for all users","Allows the app to read the Teams apps that are installed for any user, without a signed-in user. Does not give the ability to read application-specific settings."
"53d40ddb-9b27-4c97-b800-985be6041990","TeamsAppInstallation.ReadSelectedForChat.All","Read selected installed Teams apps in all chats","Allows the app to read the selected Teams apps that are installed in any chat, without a signed-in user. Does not give the ability to read application-specific settings."
"93c6a289-70fd-489e-a053-6cf8f7d772f6","TeamsAppInstallation.ReadSelectedForTeam.All","Read selected installed Teams apps in all teams","Allows the app to read the selected Teams apps that are installed in any team, without a signed-in user. Does not give the ability to read application-specific settings."
"44fb0e7c-1f9a-47f1-bb9e-7f92d48ed288","TeamsAppInstallation.ReadSelectedForUser.All","Read selected installed Teams apps for all users","Allows an app to read, install, upgrade, and uninstall selected apps to any user, without a signed-in user."
