"Id","Value","AdminConsentDisplayName","AdminConsentDescription"
"cd87405c-5792-4f15-92f7-debc0db6d1d6","TeamTemplates.Read","Read available Teams templates","Allows the app to read the available Teams templates, on behalf of the signed-in user."
"594f4bb6-c083-4cf9-8aa8-213823bdf351","Teamwork.Read.All","Read organizational teamwork settings","Allows the app to read the teamwork settings of the organization, on behalf of the signed-in user."
"44e060c4-bbdc-4256-a0b9-dcc0396db368","TeamworkAppSettings.Read.All","Read Teams app settings","Allows the app to read the Teams app settings on behalf of the signed-in user."
"87c556f0-2bd9-4eed-bd74-5dd8af6eaf7e","TeamworkAppSettings.ReadWrite.All","Read and write Teams app settings","Allows the app to read and write the Teams app settings on behalf of the signed-in user."
"b659488b-9d28-4208-b2be-1c6652b3c970","TeamworkDevice.Read.All","Read Teams devices","Allow the app to read the management data for Teams devices on behalf of the signed-in user."
"ddd97ecb-5c31-43db-a235-0ee20e635c40","TeamworkDevice.ReadWrite.All","Read and write Teams devices","Allow the app to read and write the management data for Teams devices on behalf of the signed-in user."
"57587d0b-8399-45be-b207-8050cec54575","TeamworkTag.Read","Read tags in Teams","Allows the app to read tags in Teams, on behalf of the signed-in user."
"539dabd7-b5b6-4117-b164-d60cd15a8671","TeamworkTag.ReadWrite","Read and write tags in Teams","Allows the app to read and write tags in Teams, on behalf of the signed-in user."
"b4d26916-07e0-4daf-9096-9f6d9174aa96","TeamworkUserInteraction.Read.All","Read all of the possible Teams interactions between the user and other users","Allows the app to read all of the possible Teams interactions between the signed-in user and other users"
"297f747b-0005-475b-8fef-c890f5152b38","TermStore.Read.All","Read term store data","Allows the app to read the term store data that the signed-in user has access to. This includes all sets, groups and terms in the term store."
"6c37c71d-f50f-4bff-8fd3-8a41da390140","TermStore.ReadWrite.All","Read and write term store data","Allows the app to read or modify data that the signed-in user has access to. This includes all sets, groups and terms in the term store."
"cac97e40-6730-457d-ad8d-4852fddab7ad","ThreatAssessment.ReadWrite.All","Read and write threat assessment requests","Allows an app to read your organization's threat assessment requests on behalf of the signed-in user. Also allows the app to create new requests to assess threats received by your organization on behalf of the signed-in user."
"b152eca8-ea73-4a48-8c98-1a6742673d99","ThreatHunting.Read.All","Run hunting queries","Allows the app to run hunting queries, on behalf of the signed-in user."
"9cc427b4-2004-41c5-aa22-757b755e9796","ThreatIndicators.Read.All","Read all threat indicators","Allows the app to read all the indicators for your organization, on behalf of the signed-in user."
"91e7d36d-022a-490f-a748-f8e011357b42","ThreatIndicators.ReadWrite.OwnedBy","Manage threat indicators this app creates or owns","Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), on behalf of the signed-in user.  It cannot update any threat indicators it does not own."
"f266d9c0-ccb9-4fb8-a228-01ac0d8d6627","ThreatIntelligence.Read.All","Read all threat intelligence information","Allows the app to read threat intelligence information, such as indicators, observations, and articles, on behalf of the signed-in user."
"fd5353c6-26dd-449f-a565-c4e16b9fce78","ThreatSubmission.Read","Read threat submissions","Allows the app to read the threat submissions and threat submission policies owned by the signed-in user."
"7083913a-4966-44b6-9886-c5822a5fd910","ThreatSubmission.Read.All","Read all threat submissions","Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user."
"68a3156e-46c9-443c-b85c-921397f082b5","ThreatSubmission.ReadWrite","Read and write threat submissions","Allows the app to read the threat submissions and threat submission policies owned by the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user."
"8458e264-4eb9-4922-abe9-768d58f13c7f","ThreatSubmission.ReadWrite.All","Read and write all threat submissions","Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user."
"059e5840-5353-4c68-b1da-666a033fc5e8","ThreatSubmissionPolicy.ReadWrite.All","Read and write all threat submission policies","Allows the app to read your organization's threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submission policies on behalf of the signed-in user."
"79c4c76f-409a-4f98-884d-e2c09291ec26","Topic.Read.All","Read topic items","Allows the app to read topics data on behalf of the signed-in user."
"7ad34336-f5b1-44ce-8682-31d7dfcd9ab9","TrustFrameworkKeySet.Read.All","Read trust framework key sets","Allows the app to read trust framework key set properties on behalf of the signed-in user."
"39244520-1e7d-4b4a-aee0-57c65826e427","TrustFrameworkKeySet.ReadWrite.All","Read and write trust framework key sets","Allows the app to read and write trust framework key set properties on behalf of the signed-in user."
"73e75199-7c3e-41bb-9357-167164dbb415","UnifiedGroupMember.Read.AsGuest","Read unified group memberships as guest","Allows the app to read basic unified group properties, memberships and owners of the group the signed-in guest is a member of."
"550e695c-7511-40f4-ac79-e8fb9c82552d","User-ConvertToInternal.ReadWrite.All","Convert an external user to internal memeber user","Allow the app to convert an external user to an internal member user, on behalf of signed-in user."
"ed8d2a04-0374-41f1-aefe-da8ac87ccc87","User-LifeCycleInfo.Read.All","Read all users' lifecycle information","Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user."
"7ee7473e-bd4b-4c9f-987c-bd58481f5fa2","User-LifeCycleInfo.ReadWrite.All","Read and write all users' lifecycle information","Allows the app to read and write the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user."
"6166886a-9576-433b-8544-658177bdef1d","User-Mail.ReadWrite.All","Read and write secondary mail addresses for users","Allows the app to read and write secondary mail addresses for all users, on behalf of the signed-in user."
"7ff9afdd-0cdb-439d-a61c-fea3e9339e89","User-OnPremisesSyncBehavior.ReadWrite.All","Read and update the on-premises sync behavior of users","Allows the app to read and update the on-premises sync behavior of users on behalf of the signed-in user."
"56760768-b641-451f-8906-e1b8ab31bca7","User-PasswordProfile.ReadWrite.All","Read and write password profiles and reset user passwords","Allows the app to read and write password profiles and reset passwords for all users, on behalf of the signed-in user."
"e29d5979-5b06-4a7f-ae24-6a9348d2e1ff","User-Phone.ReadWrite.All","Read and write user mobile phone and business phones","Allows the app to read and write the mobile phone and business phones for all users, on behalf of the signed-in user."
"4bb440cd-2cf2-4f90-8004-aa2acd2537c5","User.DeleteRestore.All","Delete and restore users","Allows the app to delete and restore all users, on behalf of the signed-in user."
"f92e74e7-2563-467f-9dd0-902688cb5863","User.EnableDisableAccount.All","Enable and disable user accounts","Allows the app to enable and disable users' accounts, on behalf of the signed-in user."
"405a51b5-8d8d-430b-9842-8be4b0e9f324","User.Export.All","Export user's data","Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator)."
"63dd7cd9-b489-4adf-a28c-ac38b9a0f962","User.Invite.All","Invite guest users to the organization","Allows the app to invite guest users to the organization, on behalf of the signed-in user."
"637d7bec-b31e-4deb-acc9-24275642a2c9","User.ManageIdentities.All","Manage  user identities","Allows the app to read, update and delete identities that are associated with a user's account that the signed-in user has access to. This controls the identities users can sign-in with."
"e1fe6dd8-ba31-4d61-89e7-88639da4683d","User.Read","Sign in and read user profile","Allows users to sign-in to the app, and allows the app to read the profile of signed-in users. It also allows the app to read basic company information of signed-in users."
"a154be20-db9c-4678-8ab7-66f6cc099a59","User.Read.All","Read all users' full profiles","Allows the app to read the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user."
"b340eb25-3456-403f-be2f-af7a0d370277","User.ReadBasic.All","Read all users' basic profiles","Allows the app to read a basic set of profile properties of other users in your organization on behalf of the signed-in user. This includes display name, first and last name, email address and photo."
"b4e74841-8e56-480b-be8b-910348b18b4c","User.ReadWrite","Read and write access to user profile","Allows the app to read your profile. It also allows the app to update your profile information on your behalf."
"204e0828-b5ca-4ad8-b9f3-f32a958e7cc4","User.ReadWrite.All","Read and write all users' full profiles","Allows the app to read and write the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user."
"fc30e98b-8810-4501-81f5-c20a3196387b","User.RevokeSessions.All","Revoke all sign in sessions for a user","Allow the app to revoke all sign in sessions for a user, on behalf of a signed-in user."
"47607519-5fb1-47d9-99c7-da4b48f369b1","UserActivity.ReadWrite.CreatedByApp","Read and write app activity to users' activity feed","Allows the app to read and report the signed-in user's activity in the app."
"1f6b61c5-2f65-4135-9c9f-31c0f8d32b52","UserAuthenticationMethod.Read","Read user authentication methods.","Allows the app to read the signed-in user's authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like the signed-in user's passwords, or to sign-in  or otherwise use the signed-in user's authentication methods."
"aec28ec7-4d02-4e8c-b864-50163aea77eb","UserAuthenticationMethod.Read.All","Read all users' authentication methods","Allows the app to read authentication methods of all users in your organization that the signed-in user has access to. Authentication methods include things like a user’s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"48971fc1-70d7-4245-af77-0beb29b53ee2","UserAuthenticationMethod.ReadWrite","Read and write user authentication methods","Allows the app to read and write the signed-in user's authentication methods, including phone numbers and Authenticator app settings.                       This does not allow the app to see secret information like the signed-in user's passwords, or                      to sign-in or otherwise use the signed-in user's authentication methods.  "
"b7887744-6746-4312-813d-72daeaee7e2d","UserAuthenticationMethod.ReadWrite.All","Read and write all users' authentication methods."," Allows the app to read and write authentication methods of all users in your organization that the signed-in user has access to.                       Authentication methods include things like a user’s phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"12b23cea-90c1-4873-9094-f45c5f290f86","UserAuthMethod-Email.Read","Read the signed-in user's email authentication methods","Allows the app to read the signed-in user's email authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"76caaf3a-ebdb-40a3-9299-4196e636f290","UserAuthMethod-Email.Read.All","Read all users' email methods","Allows the app to read email methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"696aa421-62dc-4c99-be16-015b23444089","UserAuthMethod-Email.ReadWrite","Read and write the signed-in user's email authentication methods","Allows the app to read and write the signed-in user's email authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"074f680f-c89e-45be-880e-5d0642860a1c","UserAuthMethod-Email.ReadWrite.All","Read and write all users' email methods.","Allows the app to read and write email methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"d1739827-146b-4f7f-b52c-1c509253aa57","UserAuthMethod-External.Read","Read the signed-in user's external authentication methods","Allows the app to read the signed-in user's external authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"cbca9646-4c34-4cea-8e54-9a7088018820","UserAuthMethod-External.Read.All","Read all users' external authentication methods","Allows the app to read external authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"28c2e8f9-828a-4691-a090-f2f0b7fc07b3","UserAuthMethod-External.ReadWrite","Read and write the signed-in user's external authentication methods","Allows the app to read and write the signed-in user's external authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"9d91805d-0f53-43e3-a0f3-303ad4f3056f","UserAuthMethod-External.ReadWrite.All","Read and write all users' external methods.","Allows the app to read and write external authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"ccd2eb40-8874-44e6-8f96-335908b3cfdb","UserAuthMethod-HardwareOATH.Read","Read the signed-in user's HardwareOATH authentication methods","Allows the app to read the signed-in user's HardwareOATH authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"acd68c26-c283-4bf4-8b5c-200fc179bdd5","UserAuthMethod-HardwareOATH.Read.All","Read all users' HardwareOATH authentication methods","Allows the app to read HardwareOATH authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"147ca97b-6686-4849-b37e-09d9b5ad45fc","UserAuthMethod-HardwareOATH.ReadWrite","Read and write the signed-in user's HardwareOATH authentication methods","Allows the app to read and write the signed-in user's HardwareOATH authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"480643f2-a162-43c5-a670-dc1494fc911b","UserAuthMethod-HardwareOATH.ReadWrite.All","Read and write all users' HardwareOATH methods.","Allows the app to read and write HardwareOATH authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"f14a567b-3280-4124-95a0-eca86006967e","UserAuthMethod-MicrosoftAuthApp.Read","Read the signed-in user's Microsoft Authenticator authentication methods","Allows the app to read the signed-in user's Microsoft Authenticator authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"7b627679-e2fd-4bfd-990e-989e2914d4e6","UserAuthMethod-MicrosoftAuthApp.Read.All","Read all users' Microsoft authentication methods","Allows the app to read Microsoft authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"9f7dfa0c-eb40-42be-8d45-8af4a9219c6f","UserAuthMethod-MicrosoftAuthApp.ReadWrite","Read and write the signed-in user's Microsoft Authenticator authentication methods","Allows the app to read and write the signed-in user's Microsoft Authenticator authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"1b7322b2-5cb3-4f13-928f-d7ca97c5fba9","UserAuthMethod-MicrosoftAuthApp.ReadWrite.All","Read and write all users' Microsoft Authentication methods.","Allows the app to read and write Microsoft Authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"828fcbda-0d26-431d-8bfb-83f217224621","UserAuthMethod-Passkey.Read","Read the signed-in user's passkey authentication methods","Allows the app to read the signed-in user's passkey authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"14195339-1fe4-48a7-a0d3-a39eb9fd8958","UserAuthMethod-Passkey.Read.All","Read all users' passkey authentication methods","Allows the app to read passkey authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"b2de7db9-10f7-4800-b04c-b5b91e4891d6","UserAuthMethod-Passkey.ReadWrite","Read and write the signed-in user's passkey authentication methods","Allows the app to read and write the signed-in user's passkey authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"64930478-d0ea-4671-ad72-fe0d9821df09","UserAuthMethod-Passkey.ReadWrite.All","Read and write all users' passkey methods.","Allows the app to read and write passkey authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"7f0f82c3-de19-4ddc-810d-a2206d7637fd","UserAuthMethod-Password.Read","Read the signed-in user's password authentication methods","Allows the app to read the signed-in user's password authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"4f69a4e2-2aa0-43a7-ad6b-98b4cda1f23f","UserAuthMethod-Password.Read.All","Read all users' password authentication methods","Allows the app to read password authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"60cce20d-d41e-4594-b391-84bbf8cc31f3","UserAuthMethod-Password.ReadWrite","Read and write the signed-in user's password authentication methods","Allows the app to read and write the signed-in user's password authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"7f5b683d-df96-4690-a88d-6e336ed6dc7c","UserAuthMethod-Password.ReadWrite.All","Read and write all users' password methods.","Allows the app to read and write password authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"43dab3b9-e8b4-424d-8e13-6a2ad2a625fa","UserAuthMethod-Phone.Read","Read the signed-in user's phone authentication methods","Allows the app to read the signed-in user's phone authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"20cf4ae1-09b9-4d29-a6f8-43e1820ce60c","UserAuthMethod-Phone.Read.All","Read all users' phone authentication methods","Allows the app to read phone authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"6c4aad61-f76b-46ad-a22c-57d4d3d962af","UserAuthMethod-Phone.ReadWrite","Read and write the signed-in user's phone authentication methods","Allows the app to read and write the signed-in user's phone authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"48c99302-9a24-4f27-a8a7-acef4debba14","UserAuthMethod-Phone.ReadWrite.All","Read and write all users' phone methods.","Allows the app to read and write Phone methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"9c694582-e8f2-40e2-8353-fb43e2e0f12a","UserAuthMethod-PlatformCred.Read","Read the signed-in user's platform credential authentication methods","Allows the app to read the signed-in user's platform credential authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"5936156c-f89b-4850-997d-026c4e6ce529","UserAuthMethod-PlatformCred.Read.All","Read all users' platform credentials methods","Allows the app to read platform credentials methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"70327f81-b953-43c9-92d3-131c74e4beb8","UserAuthMethod-PlatformCred.ReadWrite","Read and write the signed-in user's platform credential authentication methods","Allows the app to read and write the signed-in user's platform credential authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"cb11bf8c-dde1-4504-b6a5-31e1562b0749","UserAuthMethod-PlatformCred.ReadWrite.All","Read and write all users' platform credentials methods.","Allows the app to read and write platform credentials methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"d6893c31-9187-405c-8dfc-f700c8fc161a","UserAuthMethod-QR.Read","Read the signed-in user's QR authentication methods","Allows the app to read the signed-in user's QR authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"e4900dfb-ad17-410d-8ddb-7aebd8a6af1a","UserAuthMethod-QR.Read.All","Read all users' QR methods","Allows the app to read QR authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"651210da-18ce-4e42-b7db-302ff88e9326","UserAuthMethod-QR.ReadWrite","Read and write the signed-in user's QR authentication methods","Allows the app to read and write the signed-in user's QR authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"db39086a-da7d-4cbd-9ac0-6816f9a80c95","UserAuthMethod-QR.ReadWrite.All","Read and write all users' QR methods.","Allows the app to read and write QR authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"247f2733-6e3d-46ff-a904-f5fd58eb0d97","UserAuthMethod-SoftwareOATH.Read","Read the signed-in user's SoftwareOATH authentication methods","Allows the app to read the signed-in user's SoftwareOATH authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"3e366fa0-3097-4eb6-8294-3028f77eea6f","UserAuthMethod-SoftwareOATH.Read.All","Read all users' SoftwareOATH methods","Allows the app to read SoftwareOATH authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"16721eb3-4493-4ae1-9542-264d9ffe3ce9","UserAuthMethod-SoftwareOATH.ReadWrite","Read and write the signed-in user's SoftwareOATH authentication methods","Allows the app to read and write the signed-in user's SoftwareOATH authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"5b34c8b5-2396-4b35-b284-83fb6a3e73ce","UserAuthMethod-SoftwareOATH.ReadWrite.All","Read and write all users' SoftwareOATH methods.","Allows the app to read and write SoftwareOATH authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"84ded88f-26ba-49d6-b776-efec398de692","UserAuthMethod-TAP.Read","Read the signed-in user's Temporary Access Pass authentication methods","Allows the app to read the signed-in user's Temporary Access Pass authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"6976c635-c9c2-41e6-a21d-e6913a155273","UserAuthMethod-TAP.Read.All","Read all users' Temporary Access Pass methods","Allows the app to read Temporary Access Pass authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"2424436d-902f-4651-a1c7-b3b93147c960","UserAuthMethod-TAP.ReadWrite","Read and write the signed-in user's Temporary Access Pass authentication methods","Allows the app to read and write the signed-in user's Temporary Access Pass authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"05de4a66-e51a-4312-842a-30c8094698d2","UserAuthMethod-TAP.ReadWrite.All","Read and write all users' Temporary Access Pass methods.","Allows the app to read and write Temporary Access Pass authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"efe2b5aa-3a8e-486c-b0be-cc4d185c1b40","UserAuthMethod-WindowsHello.Read","Read the signed-in user's Windows Hello methods","Allows the app to read the signed-in user's Windows Hello authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"ff37d46d-b88a-4e0c-85ee-7e26c37b18eb","UserAuthMethod-WindowsHello.Read.All","Read all users' Windows Hello methods","Allows the app to read Windows Hello authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"f11e1db9-d419-4a24-b677-792723ffd727","UserAuthMethod-WindowsHello.ReadWrite","Read and write the signed-in user's Windows Hello authentication methods","Allows the app to read and write the signed-in user's Windows Hello authentication methods. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"13eae17d-aaa4-47b8-aaee-0eb33c6e2450","UserAuthMethod-WindowsHello.ReadWrite.All","Read and write all users' Windows Hello methods.","Allows the app to read and write Windows Hello authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods."
"61e8a09a-087f-4e36-8c8c-1c77c5228017","UserCloudClipboard.Read","Read cloud clipboard items","Allows the app to read cloud clipboard data on behalf of the signed-in user."
"26e2f3e8-b2a1-47fc-9620-89bb5b042024","UserNotification.ReadWrite.CreatedByApp","Deliver and manage user's notifications","Allows the app to send, read, update and delete user’s notifications."
"834bcc1c-762f-41b0-bb91-1cdc323ee4bf","UserTeamwork.Read","Read user teamwork settings","Allows the app to read the teamwork settings of the signed-in user."
"367492fc-594d-4972-a9b5-0d58c622c91c","UserTimelineActivity.Write.CreatedByApp","Write app activity to users' timeline","Allows the app to report the signed-in user's app activity information to Microsoft Timeline."
"77e07bab-1b34-40a5-bb6c-4b197b3f6027","UserWindowsSettings.Read.All","Read windows settings for all devices","Allows the app to read a user's windows settings which are stored in cloud and their values on behalf of the signed-in user."
"dcb1026d-b7e1-4d31-9f61-6724d5140bf9","UserWindowsSettings.ReadWrite.All","Read and write windows settings for all devices","Allows the app to read and write a user's windows settings which are stored in cloud and their values on behalf of the signed-in user."
"604b2056-41ed-4c56-aad5-1241d4ef7333","VerifiedId-Profile.Read.All","Read Verified Id profiles","This role can read Verified Id profiles in a tenant."
"e4a9cb5e-4767-48f8-9029-decf26a54456","VerifiedId-Profile.ReadWrite.All","Read and write Verified Id profiles","This role can read and write Verified Id profiles in a tenant."
"27470298-d3b8-4b9c-aad4-6334312a3eac","VirtualAppointment.Read","Read a user's virtual appointments","Allows an application to read virtual appointments for the signed-in user. Only an organizer or participant user can read their virtual appointments.  "
"2ccc2926-a528-4b17-b8bb-860eed29d64c","VirtualAppointment.ReadWrite","Read and write a user's virtual appointments  ","Allows an application to read and write virtual appointments for the signed-in user. Only an organizer or participant user can read and write their virtual appointments. "
"20d02fff-a0ef-49e7-a46e-019d4a6523b7","VirtualAppointmentNotification.Send","Send notification regarding virtual appointments for the signed-in user","Allows an application to send notifications for virtual appointments for the signed-in user."
"6b616635-ae58-433a-a918-8c45e4f304dc","VirtualEvent.Read","Read your virtual events","Allows the app to read virtual events created by you"
"d38d189c-e29b-4344-8b3b-829bfa81380b","VirtualEvent.ReadWrite","Read and write your virtual events","Allows the app to read and write virtual events for you"
"11776c0c-6138-4db3-a668-ee621bea2555","WindowsUpdates.ReadWrite.All","Read and write all Windows update deployment settings","Allows the app to read and write all Windows update deployment settings for the organization on behalf of the signed-in user."
"f1ccd5a7-6383-466a-8db8-1a656f7d06fa","WorkforceIntegration.Read.All","Read workforce integrations","Allows the app to read workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user."
"08c4b377-0d23-4a8b-be2a-23c1c1d88545","WorkforceIntegration.ReadWrite.All","Read and write workforce integrations","Allows the app to manage workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user."
"cd962daf-3f23-4927-9eb0-c5d96e0351b6","default","default","Allows the application to access Microsoft Dynamics 365 Apps Integration acting as users in the organization"
"cbdf6ecb-0d7f-4ca3-a8b6-931c9846e9e0","access_as_user","access_as_user","Teams can access the user’s profile"
"f43389c9-db90-4009-be93-f3251d41f11f","user_impersonation","Access Dynamics 365 Apps Integration as organization user","Allows the application to access Microsoft Dynamics 365 Apps Integration acting as users in the organization"
"65ae35b8-a8ce-4413-baf3-5ac38862a1c4","Feedback.Write.All","Feedback.Write.All","Allows Teams services to write new feedback in IC3 Services"
"7f2730c6-935f-4791-9fdc-de1610b4b3a3","Calling.ReadWrite.All","Calling.ReadWrite.All","Allows Teams services to access IC3 conversation services"
"0fde58b1-7623-4494-b2dd-a6a3a6646003","Endpoint.ReadWrite.All","Endpoint.ReadWrite.All","Allows Teams services to access IC3 transport services"
"7c5b3a1e-4672-48f8-9c33-e29248f333e2","Presence.ReadWrite.All","Presence.ReadWrite.All","Allows Teams services to access IC3 presence services"
"d7f20655-2d73-42d8-98c1-e6c2f3f6b229","Messaging.ReadWrite.All","Messaging.ReadWrite.All","Allows Teams services to access IC3 messaging services"
"1fb9e96c-8a94-4464-bf6a-b5d0691f28eb","Media.ReadWrite.All","Media.ReadWrite.All","Allows Teams services to access the IC3 media services"
"69c9c045-4ac1-4e11-960c-5920f46aa6a6","Teams.AccessAsUser.All","Teams.AccessAsUser.All","Allows Teams services to access IC3 services"
"64b22404-2ac7-4ca5-a15d-607e62d2694b","deploymenttask.readwrite","DeploymentTask.ReadWrite","allows access to read or write deployment task and update policies"
"a0f3e90e-0c99-4c7d-bfaf-69531a09579c","deploymenttask.read","DeploymentTask.Read","allows access to read DeploymentTask and UpdatePolicy"
"6b0a3177-0946-453c-95bf-1d7b1886f0e4","User.Read","Read user profiles","Allows the app to read a set of the current user’s profile properties in your company or school. Includes display name, photo, and email address."
"c39ef2d1-04ce-46dc-8b5f-e9a5c60f0fc9","user_impersonation","Access Azure SQL DB and Data Warehouse","Access Azure SQL DB and Data Warehouse"
"f6ce1383-15a3-4547-a2cd-0b6fa8804df8","DiscoveryConnectedServices.ReadWrite","Read and write access to connected services for the user","Allows the app read and write access to connected services for the user"
"b7d2228a-50ac-4639-bc0d-6c91c3e5bac5","MRU.ReadWrite","Read and write access to a list of most recently used documents and locations for the user","Allows the app read and write access to a list of user’s most recently used documents and locations"
"5faac7a2-ab08-4049-aece-ab2b4de5f59e","eDiscovery.Jobs.Write","eDiscovery.Jobs.Write","Allow app to submit jobs to eDiscovery."
"0f062bc7-6f95-469a-810f-d846e6cbba44","eDiscovery.Jobs.Read","eDiscovery.Jobs.Read","Allow app to read properties of jobs submitted to eDiscovery."
"3105f1e2-2f5e-4dbc-b276-a29474e18597","Connector.Read","Connector.Read","This allows user to access compliance connector APIs"
"1c3162b4-de12-4eb3-b521-088e4e2d6915","user_impersonation","Access Azure Maps","Allow the application to access Azure Maps on behalf of the signed-in user."
"e2cea78f-e743-4d8f-a16a-75b629a038ae","ServiceHealth.Read","Read service health information for your organization","Allows the application to read service health information for your organization."
